Text,Score
"No doubt about it this is just the right combination of Lobster, scampi, prawns with a hint of Dry white wine & a dash of brandy finish this soup to perfection. Ingredients Water, Lobster (4%), Cod (3.5%), Scampi (2.5%), Concentrated Tomato Paste, Modified Cornflour, White Wine, Prawns (1.5%), Skimmed Milk Powder, Butterfat, Double Cream, Salt, Yeast Extract, Sugar, Shrimp Powder, Fish Powder, Vegetable Oil, Vegetable Extracts, Stabiliser (Polyphosphates), Brandy, Concentrated Lemon Juice, Spices, Herb and Spice Extracts with celery. *No Artificial Colours *No Artificial Flavours *No Artificial Preservatives  Information Gluten Free Contains: MILK, FISH, SHELLFISH, CELERY.",5
"The taste is good, but I found myself biting down on small bits of lobster shells more often than acceptable. This made me not want to finish my bowl of soup.",2
"This soup is very good tasting if you like seafood, like I do. I am finally finishing my case of cans, because it is good food. However, I do not plan on getting any more of this particular product because every can has a little something extra: bits and pieces of chitinous shell, mostly from the shrimp but also a few hard pieces now and then from the lobster. They are small pieces, which means taking small spoonfuls and not biting down hard on anything, and don't eat the last spoonful. I find six to eight pieces of this debris in each can. Like I said before, I am finishing the case, because it is food and pretty good at that. But I just don't appreciate having to be that careful with my soup.",3
"It is ok soup, but I expected more, as I love lobster bisque and tried so many different kinds in different places. This one is very watery and I could not find any lobster there. I guess it is ok for the price, but I would NEVER buy this brand of the lobster bisque again.",2
"This was actually a gift to my daughter (along with 3 cases of other Baxter's soups). She's of the opinion that Baxter's is absolutely the BEST canned soup on the Planet (of the soups she's tasted, which include the major American brands - she doesn't cook much). The Lobster Bisque rated just below Baxter's Scottish Smoked Salmon (which she rated the BEST EVER). (From my own perspective, and usually cooking my own food, I have to admit that the Baxter's soup line, for canned soup, is superior).",4
"For canned soup, it hits the spot decently.  There's definitely some lobster flavor and small chunks in it.  However, the whole thing tastes a little on the fishy side.  If I was served this in a restaraunt I think I'd walk out.",3
"I gave this product a one because zero wasn't an option.  This is like a can of generic tomato soup with some overcooked bits of fish scraps in it.  The only lobster in the soup was some shell.  It was salty, fishy, nasty and inedible.  Not only that, but 11 of the 12 cans were dented.  A complete waste of money.  Beyond disappointing.  It made me angry.",1
"This soup is pretty good, not great! I put some heavy cream (1-2 oz) and some Tabasco in it. I have had a lot better Lobster Bisque - But at a much higher price...",4
Saw this soup in the supermarket and bought a can. Opened can. Heated soup. Tasted soup. Dumped soup down drain. Rinsed mouth with mouthwash. Enough said.,1
"As someone who lives and dies by seafood I've had my fair share of lobster bisque. This stuff, while not completely horrible, needs some love before it's decent. The texture isn't quite there, not thin enough to be soup but not up to bisque level either. As for the taste, it's rather bad. A little on the bland side. As a Marylander I reached for the one thing that fixes all things seafood, Old Bay. Dumped in a liberal amount and stirred while still on the heat. The Old Bay added a nice taste that made it tolerable to eat. Doubt I'll be purchasing this brand again though.",3
"As far as canned soups go this is ok. I was disappointed with the texture, extra unexpected bits (shell pieces) and overall quality. Having been spoiled by living in Maine for 20 years before relocating to the south, I tried different brands of canned bisque. I have come to the realization that Lobster Bisque is best when made fresh.",2
"This is one of the worse tasting soups I've ever eaten. I hated it, and now I have a full case.  It tastes bitter to me, and my husband wouldn't even try it.  Only my cat was trying to reach it on the counter!",1
"I advise you to do your own web search to determine how the health risk could affect you. The tomally functions as the lobster's liver and pancreas. However, even in the cold Scottish waters, dioxin and other harmful agents have been present and there are warnings for the general public. I was disappointed to discover this information, so I only ordered the mushroom and seafood flavors.",3
"In Europe, you find a bowl of dark flaxseeds to the side of the muesli set out on a breakfast buffet. A great source of Omega-3 oil, you can improve your health by eating these tasty, nutty seeds. They are good for the gut and good for the heart.  The golden seeds are an attractive alternative to the nut-brown seeds. They look nice in baked goods like lighter breads. They taste the same as the dark seeds. Ground, they don't show up in white bread, so you can bust some up in the blender and throw then into your standard bread recipe and add needed nutrients and fiber.  We like them sprinkled on oatmeal, muesli or yogurt.",5
"I've been taking flaxseeds for several years due to the health benefits. I was excited to see such a great price on these from a reputable company. These are the best tasting flaxseeds I have ever had. To get the maximum health benefits you have to finely grind them in a standard coffee grinder. We usually grind 2 tablespoons per person twice a day and then add them to lemonade, crystal light, or tea and drink it down quick before it expands. Flaxseeds are loaded with minerals, vitamins, amino acids, and fiber. They are excellent for weight loss and work well for chronic constipation. There are several web sites out there that can tout the health benefits of flaxseeds but unfortunately it's against the review guidelines to post links so I'll just suggest to those of you wanting more information to search google.",5
"Flaxseed is a great way to get fiber in your diet and this brand delivers.  It has a mild taste (I put 3 tablespoons in my morning smoothie) and gives you 36% of your daily fiber required intake.  Flaxseed also contain Omega 3 so you also place a powerhouse of nutrients in your diet with this little seed.  An excellent source of protein, fiber, and minerals such as magnesium and copper- how can you go wrong?",5
"It's best to buy flaxseeds as opposed to flaxseed oil or meal because you get more omega3. Since you are grinding the seeds yourself, the released omega 3 oils are at their freshest.  I recommend storing these flaxseeds in the freezer. You can keep them there after you open them as well. I grind 2 tablespoons in a coffee grinder and then add it to yogurt or a protein shake. Good stuff!",5
"Bob's Red Mill Organic Golden Flaxseeds are an excellent way to ingest some Omega 3.  96 ounces are delivered in 4 packs, and if you don't use it all immediately I suggest storing the seeds in the freezer to keep them fresh.  Grind them right before you use them, and they have a mild taste -- milder than brown flaxseed. I've ordered this product several times, and the quality has been consistently high.",5
Good product. But remember that you need some way of grinding because apparently we can't digest whole flaxseeds.,5
This is funny I bought the flax seed to make  a neck warmer  I made said to use Flax seed and warm in Microwave for 2 minutes.  Bought 4 bags only needed 2 so decided to make use of the rest. Grind and put over any food the benifits are great. I put mine in Yogert and Cereal. Will diffently keep useing. After this last bag will be ording again.,5
"I enjoy this flaxseed in everything I've tried it in so far. This product has a pleasant flavor, yet doesn't over power the foods I put it in. It helps to keep my digestive track regular. I ground it in my coffee grinder and just sprinkle it on just about everything. My husband and I love it in pancakes. I enjoy it in my cereals and even on ice cream. I especially like it mixed in my yogurt. I highly recommend this product.",5
"I ordered this flaxseed after reading how good ground flaxseed was for you.  I ordered a grinder, both were reasonably priced, and the grinding was so easily accomplished.  I have been using flaxseed daily since that time, and the claims made on the Internet have proven to be true.  The product arrived on time and in great shape--I have purchased from this vendor several times, and have not been disappointed.",5
"I've recently started drinking green smoothies to get healthier and had read that flax seeds have terrific health benefits such as lowering your blood pressure and cholesterol. I add a tablespoon of chia seed and flax seed to my smoothies every day and since drinking my fruits and vegetables I feel better, lost some weight and have stopped having heart flutters. I'm now looking forward to having my next blood work done to see how well it has helped. Highly recommend to anyone wanting to get healthy an all natural way!",5
Bought this as a way to take in omega 3 nutrient. The pack of 4 has lasted me almost a  year. You have to grind up the seeds and freeze the rest. No complaints; very reasonable pricing.,5
We are VERY happy with these Organic Golden Flaxseeds.  We grind them and put them in so many things plus they make a great topping for yogurt and cereal in the whole seed form.  These are now a staple in our house.,5
I have very little to say about the product except that it is a GREAT product and their delivery subscription works very well.,5
Great for you! Grind them up and add a few tablespoons. Can't tell it's there in your cereal ect..,5
"I have bought ground flax in the store, there was always a rancid aftertaste.  This is the best tasting flax I have ever had.  BUT, I have to throw it in the coffee grinder, and then pick out little rocks that are barely bigger than the seeds.  I found this out the hard way after using the seeds whole.  Nothing like working a bite trying to find where the rock you just bit is.  After you grind, sift the powder and black stones will be evident.  I have about 1-2 per quarter cup of ground mixture.  Perhaps this is something you organic foodies are used to, I am not.  I have only used 1 bag so far, so I cannot comment on whether or not the stones are in the others, but I highly doubt it was a fluke bag.",3
"This brand always makes good products, since you buy bulk they turn out to be quite cheaper than in the supermarket. very clean flaxseeds. I add it to my smoothies to bath my joints with some natural raw omegas, supposedly they are better if eaten sprouted, though haven't tried it.",5
"These Flaxseeds are of good quality, I eat them daily.  Bought the whole seed, rather than the ground seed, because of the better nutritional value of grinding your own.  Will buy again.  I read that whole seeds can pass undigested, and that ground seeds can loose their nutritional value over time.  So we grind a week's worth at a time.  Best used in oatmeal as the flavors blend well.  Or in a cold cereal, or added to a cup of coffee for a twist. Seem to blend better in hot foods.",5
"I wasn't thrilled because I had to pick out tiny bits of gravel. The flax seeds themselves were fine, top quality. If it weren't for the gravel bits (that get through the sieve w/the seeds, I guess?), this would get 5 stars.",2
"It's also a routine baking ingredient. I put it into my bread along with sunflower seeds and organic wheat flour. I also put it into my smoothie, stir fry dishes....anything you can think of! Good price and really, it's a must have for a healthy diet!",5
Looks fresh and clean; I have roasted it in the toaster oven and I also use it in food whole or ground up in the coffee grinder.,5
These are excellent quality flaxseeds! I just toasted them a little on a pan and even that made a great snack! I also powdered them in a coffee grinder after toasting them a little and the powder is delicious too :) Delicious + Nutritious = Awesome! :))) Planning to have it in my cereal tomorrow and maybe sprinkle some on my veggies. I think I will also try out Bob's Quinoa and Museli.,5
"This is the 2nd order i have placed for Bob's Red Mill Organic Flaxseed. It is a good quality whole flaxseed. We grind it a little at a time and sprinkle it on cereal and in yogurt. It keeps a long time in the freezer. I have been using this flaxseed for about a year now ,eating a tablespoon about every day and have noticed that my skin is softer , plus it keeps me regular, if ya know what i mean !!! Flaxseed is also a good way to get in some of the Omega 3's, that the body needs.",5
It was my mistake - I thought there were 6 bags rather than 4. So the price per bag is much higher than what I pay at the local grocery for the same product.,3
The flax seed is packaged in separate smaller packages so that it can stay fresher longer and it was recommended by the flax cookbook I purchased.  This seed was cheaper than other brands I had checked on.  I am putting it away for any emergency that may arise.,4
"I bought this before I realized how much I was getting and before I knew they had it at the grocery store! That was my own fault. I really should have waited. But the seeds are great, I just have way too many in my freezer!",5
"I hope that this is really as nutritious as the claims.  I chew on this like the Romans and Greeks and it gets stuck on my molars.  These seeds were easier going down when sprinkled on top of crab and egg fried rice.  Go figure.  I incorporated a 1.5 cup into the regular white loaf recipe from The Breadbaker's Apprentice and found that the addition meant more warm water was needed to hydrate the dough and I did not get much of a rise, so I baked the loaf with tin foil over the loaf pan and the bread rose to its usual height.  Since white bread is not that healthy, I will include flax seed ground in my food processor to ameliorate the ill effects.",4
Given the recent issues with products made in China I have decided to not buy any food products from there so I won't be buying anymore of this snack.  If they ever switch to made in the U.S. I'll buy it again as I did like it.,2
"This product is made in China.  I would not believe any claims they make regarding allergy safety and vegan/kosher.  Considering Mrs. May's markets itself as a healthy product, I was shocked when I glanced at the back and noticed this product was made in China. China has proven that we can not trust their manufacturing practices. Unsafe toys, dog food, and now we're supposed to trust them making our health food?  Not to mention the carbon footprint created by shipping something halfway around the world. I will not buy this product anymore.",1
"These are wonderfully crunchy and delicious. The calorie count is misleading, however! One piece is more than the 25 calories they claim it is. But it's worth it!.",5
"If you like nuts and you're looking for a healthy, great tasting snack, you can't go wrong with Almond Crunch!  My husband and I recently eliminated high fructose corn syrup and partially hydrogenated soybean oil from our diet and we feel so much better.  Trying to find tasty snacks that don't contain these products is not easy so we were thrilled to find Mrs. Mays Naturals.  We love the Cashew Crunch as well!",5
I'm a little shocked that this so-called health food product is made from Chinese grown ingredients.  I'd be curious to see what the carbon footprint of each bite is.  Also keep in mind that Chinese ingredients and products have been found to have all kinds of contaminants such as lead in toys and melamine in milk and other exported food products. All the ingredients in this snack are widely available in the United States.  Why not support products and companies who source locally and consider our own economy before we sell out for a slightly cheaper price?  Your purchasing choice does make a difference.  Let's stop expecting corporations and governments to take care of our safety and economy.  They never will.  We can change the way these companies do business for the benefit of our long term health and economical well-being. Make purchase decisions wisely.,1
The nuts used tasted very fresh. The bite sized chunks were just right. It is lightly sweetened but not too sweet. Very satisfying = ),5
"Ok, I can't speak for when the last review was written, which looks like 2009, but I'm looking at the back of a bag of Almond Crunch and it clearly says that the product is made in California, not China. So if that was the main deterent back then, it's no longer an issue. I just discovered this snack and as a person who can't eat either gluten, soy, or dairy, I am thrilled to find a snack I can eat first of all, and a snack I can eat that is actually tasty, even better! I've been eating these for a few days now and no adverse reactions (and I have an extremely sensitive stomach). I plan on trying out all the flavors to figure out which ones I like the best but yeah, I'd highly recommend this product to those on restricted diets and even to those who aren't.",5
"I'm known to be nuts for nuts, and I've tried nuts from around the world, as friends bring them back for me as gifts. Very near the top of the list of the best nut snacks is Mrs. May's Almond Crunch. From the first time I tasted it, to every time I eat it now, I am amazed at the crunchiness, quality of the almonds, lightly-sweetened glaze which is very unbrittle-like, attention to healthiness in the ingredients, etc. As a side note, because of how much I was impressed by this product, I went on a tasting spree by buying about 12 different kinds of Mrs. May's products, from the peanut and cashew crunches to the various sesame crunches, etc. Perhaps I'm biased to the original, but none of the others have that same magic. I would rate the rest as 4 stars. But the almond crunch should get 6 stars.",5
"These are fresh, crunchy, natural, and healthy snacks you can reseal and keep in the car, crumble into non-fat yogurt or over salads, or pack some in the kids lunch. Convenient and delicious.",5
"Based on other Amazon reviews, I tried this product.  The first shipment was great; delicious.  Thought I'd found my new healthful snack. 2nd shipment was a concern and disappointment.  Even thought of calling the company; but i didn't.  Several different packages had incredibly hard pieces of ??  wasn't sure they were almonds.  Became concerned I'd chip a tooth, so I haven't ordered any more.",4
"Delicious, healthy, plus Amazon is cheaper than if you buy them from Mrs. Mays actual website.",5
"Love these snacks! They're a little bit sweet, loads of crunchy almonds. Am looking forward to trying the other varieties, too.",4
"After reading some of the frothing reviews criticizing Mrs. Mays for manufacturing their product in China -- which doesn't in any way address the quality of the product itself -- I tried to confirm this for myself. The website and packaging say nothing about this, so I wrote them an email asking where their product is manufactured. Here is the response in full:  ------------------------------------------------------------  Thank you for your purchase and inquiry. We understand your concerns because food item are very personal. If you can spear a few moments to read details about our quality assurance, it would be appreciated.  Our factory in China is HACCP (Hazard Analysis and Critical Control Point) by US agency & BRC certified UK agency. HACCP, BRC & Kosher inspect our factory twice a year and each organization also performs random unannounced inspection at our factory.  Please refer to the following sites if you like to learn more about the HACCP and BRC certificate.  http://www.idfahaccp.org/  http://www.brc.org.uk/standards/default.asp?mainsection_id=7  In addition, all of our finished products are tested 3 times.  These tests are: Salmonella testing Aflotoxin testing, and Microbiological testing  Our current customers like Costco, BJ's Wholesale and Whole Foods market have very high standards on what they carry and sell to its members.  You can rest assure that all of our products are safe to consume. We also do not have any Melamine in our product. Our products are ""dairy free"" Our products are also tested randomly by FDA and always passed the inspection.  The following is additional information:  Here are the origins of the ingredients that we use:  Almonds  -  California Walnuts  -  California Cashews  -  Vietnam / Brazil (Not grown in US) Cranberries -  Oregon / Canada Blueberries -  Oregon / Canada Pomegranate -  Oregon / Canada Natural Flavors -  California Sesame Seeds  -  China (Not grown in US) Rice Malt  -  China Cane Juice  -  US Sea Salt  -  China  Please feel free to contact us with any further questions, comments and concerns. We hope we have assisted you correctly.  Thank you.  Kind regards,  Julie Mrs Mays  ------------------------------------------------------------  I've read other reviews criticizing over sweatshops, Communism, and carbon footprint. To briefly address these: There has been no evidence that Mrs. Mays keeps its workers in sweatshops; despite the Communism, I'm sure the individual citizens find these jobs valuable; and ships produce 1/10th the carbon per pound-mile of trucks, meaning a 5000 miles by ship is as bad as 500 miles by truck.  I really like the snack and I'd give it five stars, but I'm subtracting one star: I think it is deceptive that it was so hard to find out the snack was made in China. I don't have a problem with the snack's origin, but Mrs. Mays should be more forthright with their customers and let them make the decision themselves. Granted, most of us Americans are primed to flip out at the latest Scare of the Week, but that should be our choice to make.  Oh, and the snack itself? It is quite tasty, filling, and healthy. I will continue to purchase it.",4
Mrs. May's should inform their customers where exactly their products are made and take a stand. I won't be buying any more of her products until further notice no matter how yummy they are. Do-no-harm and quality-control is a concept not understood in China. Totally frightening what they're getting away with.,1
"My husband has diabetes and has to watch what he eats....this is a great and healthy treat for him!  I couldn't find it at local stores, and was happy to see it available on Amazon!",5
"There ought to be a recovery program. But the good side is that a Mrs. Mays addiction is healthy. I already have a stack of boxes in the garage so I won't run out. And here I am stockpiling more (in case of nuclear holocaust).  Almonds have always been my staff of life -- raw, roasted, dry roasted, blanched, flavored, and of course Mrs Mays. I rarely have a day without them. I even feed them to the parrot. A bird guy told me they were the healthiest. And the bird goes nuts for Mrs. Mays.  These are, dare I say, miracle nuts. One taste and I was hooked. How she can pack all that goodness into such a tasty snack with such healthy ingredients is a miracle. If you're tired of tastless, bland, gotta-eat-it-because-its-healthy snacks from the nutrition store, try these for a pleasant awakening.  Mike",5
"We are typical Americans who know we should eat better, but often don't because ""health"" food is usually expensive and frankly doesn't taste that good.  That is why we are so thankful to have found Mrs. May's products!!  They are all very healthy and quite tasty, and ordering them from Amazon keeps the cost down.  My son's a golfer, and I am always looking for portable, healthy snacks for him to tuck in his golf bag.  Mrs. May's products fit the bill nicely.",5
"My family and I love Almond Crunch, they're just sweet enough, very crunchy, and a perfect snack.",5
I have tryed the Almond Crunch and is delicious and healthy snack better than chips Try it you'll agree,5
"This product is excellent. It's also a nut snack that my wife, who has celiac disease, and is allergic to wheat and glueton can enjoy. I however can eat anything and this is the tastiest and most unique nut snack I've ever tried.  Al & Virginia Weatherly  53996 Luzerne Dr. Macomb, Mi 48042",5
"I used to like this product until I learned that it is made in China!  How many more horror stories do we need to hear about such atrocities as lead in baby toys made in China, contaminated baby formula made in China, contaminated tooth paste made in China, and poisoned pet food before we learn that -- if it comes from China-- it should not go in your mouth, your baby's mouth, or your pet's mouth??!!!",1
This is by far the most delicious snack you could ever have!!  The almonds are super fresh and crunchy and the light coating of syrup is not too sweet.  My whole family loves it!!,5
My husband and both love almonds. I've even shared this snack with co-workers and everyone is raving about the good taste of this snack.  I'm taking a few bags on our next backpacking trip.,5
I used to buy these as healthy snacks at my office cafeteria and consider it better than a bag of potato chips.  These taste very crunchy and tasty.  Given the kind of unethical food stories we read about China - we need to see some kind of assurance and facts on the processes that the manufacturer is following to make these.  You just cannot import food stuff and sell in the US as gourmet snack food - there needs to be data backing this.  Few example of Chinese food (yuk ...):  (1) Melamine(kind of platic) in baby food and milk (so wide spread that 80% of milk in China contained this plastic in 2008)  (2) Honey contaminated with ciprofloxacin (antibiotic) - because of which it was banned in the US  (3) Soy Sauce made from Human hair (not joking google it if you want)  (4) Spurious drugs exported to African countries.  Need some good facts and quality controls from the Manufacturers that the chinese producers are complying with some good quality controls.,1
"The negative reviews of Mrs Mays products just because it is made in China are not really valid, cannot base on other companies' poor quality control and apply to every company in the country!  There are many bad quality foods that are made in the USA that's bad for your health, so just because it's labeled made in USA doesn't mean it is good quality.  As long as a company takes pride in their quality control and not greed for profit only deserves good ratings and fair sales.",5
This is a great product.  We tried it at the beach the first time and loved it.  The cashew crunch was not as good. We bought a case of the almond this week.  Just great!,5
not real crazy but this product. They did not taste good but looked real cute in the little booties I made for the baby shower tables.,3
"I am in love with this tea. Every other apple cinnamon tea I've tried has been too cinnamon-y. This is the perfect blend. It tastes like apple cider without all the sugar, which I love. I recommend this tea to anyone who wants a low-cal version of apple cider.",5
"This is the perfect gift with a southwestern flair.  The jelly's were of decent size, the spreader is a nice quality piece with a small glass chili pepper attached.  Cute little bag - great gift for the price!",5
I thought it was okay but not Harbanero BBQ sauce from Hell.I would probally not get it again.Also it was not worth the money I thought it was kind of a ripoff it was 10$ for barbque sauce you could have made at home.,3
"Montebello pasta has been made at the Monastero di Montebello in Isolo del Piana, Italy since 1388. I love Italian food but have severe digestive and allergic problems, and their pasta is friendly to me, and it tastes better than any other pasta I have eaten, and that's a lot, it is one of my favorite foods.",5
"So... I usually consider pasta to be pasta to be pasta.  It's usually all the same to me.  HOWEVER... when I tried this brand of pasta, I noticed that it does taste better.  I can't describe how exactly, but it does.  I thought maybe it was my imagination (maybe knowing it's organic was influencing my judgment) but my sister commented on it when I served it for her one day.  She wanted to know where I got it - it tasted so good.  Hmmm.  So while usually there isn't much of a taste difference when it comes to noodles and pasta, for this brand there is.  It's subtle, but it's there.  When we moved from California I discovered they didn't sell it in the stores here in NY.  So I was elated when I found Amazon carries it.  Elated over a simple pasta?  Yes, that's how good it is in comparison!  Mmmmmm Mmmmm!",5
"Best taste pasta. Cooks very well, slightly less time than typical mass produced pasta. Nice color and mouthfeel. Just excellent.",5
I have long searched for a great linguine and spagetti and this is it! Just made linguine with clam sauce and each time my husband remarks how terrific it is.  I buy in packages of 5 for both spagetti and linguine and will reorder when close to being out.,5
Good product just a little mellow on the pumpkin pie flavor to me. A little sugar on top before you brew picks it a enough though. Overall good coffee,4
These are hard to find these days.  Product arrived perfect and the gum was fresh and tasty.  We kept the box for about 1 year and the last pack tasted as good as the first.,5
"Gum made without sugar substitutes isn't easily obtained these days, so I was happy to find Chiclets through Amazon Prime.  Sugar substitutes present problems for persons sensitive to them, so it's good to have the option of gum made the old-fashioned way. Another source for this and other gum from yesteryear is Vermont Country Store online; however VCS sells the same box of Chiclets for $14.95, so clearly Amazon is a better deal.  Amazon Prime (free shipping) makes it a much better deal.  My Great-Grandpa used to come home with Chiclets from time to time, so this gum isn't just loaded with long-lasting peppermint flavor, but long-lasting, happy memories, as well.  I guess you can say there's a lot packed into such a little piece of gum.  Hope you enjoy as much as I do.",5
"I love drinking green tea.  It is delicious hot or cold, but being able to take it with me anywhere was key.  So I searched long and hard for an alternative to canned and bottled green tea which can be cumbersome, expensive and hard to come by in most parts of the US.  In the beginning, what I found was either too expensive, had sugar in it (which defeats the purpose of drinking green tea in the first place) or did not get very good reviews.  Then I found this product and quickly ordered it at the great price and free shipping.  I was pleasantly surprised.  The product works as advertised.  It dissolves quickly in cold water making it great to carry anywhere and it tastes great too.  The instructions say to use one packet for 8 ounces of water, but actually it should be used with 16 ounces of water, otherwise it can be too bitter.  It not only saves money, but has replaced my canned green tea completely eliminating the number of cans that I need to recycle monthly.",5
"The first part of this review is a history of my health problems and what green tea bottles and sugar had to do with me finding the stash teas products. If you do not want to read that part, skip down to the bottom, and there is the review of the stash teas, only.  ---------------------------------------------------------------------  A couple of years ago I had a physical and my doctor told me that my Triglycerides were high. I was a serious soda drinker (sometimes as many as 5 cans per day, not diet), so I decided I needed to start drinking something ""healthlier."" I gravitated toward Green Tea because I like it. I averaged 2-3 1/2 liter bottles per day for 2 years (I also averaged about 1-2 cans of soda per day).  I recently had my triglycerides checked again and instead of going down THEY DOUBLED. They were over 300 (over 150 is considered high). I about had a heart attack right there. Now, I am not an overweight person, and have had a fairly high motabolism, but I have started to create a belly (I call it a Dr. Pepper belly because that is my favorite soda. I do not drink alcohol of any kind). I am telling all of this to you because ALL of my other tests came in within normal levels, including all other aspects to my cholesterol.  I did research and found out that if you are not overweight but have weight gain around the belly area, it might be due to consumption of a lot of sugar products. The excess sugar consumed, in this case, can be turned into trigylcerides. I looked at what I was eating and drinking to see if this was the case for me. What I found shocked me. The 1/2 liter bottles of green tea has MORE sugar in it than a can of soda. I checked several different manufacturers of green tea and I found them all to have about the same amount of sugar.  I concluded that between my morning coffee, green tea bottles and soda, I was consuming over 1,100 grams of sugar a week ( or about 4,000 callories of sugar a week just in drinks)!!  -------------------------------------------------------------------------  I was looking for an alternative to the green tea bottles and found the stash tea products. I personally, do not have the time or patience to use tea bags, so I was interested in the tea powders. I ordered the lightly sweetened green tea powder and tried it. And I loved it. I then proceeded to buy the other 5 flavors of the green tea powders and love them also.  There are 4 flavors that do not have sugar added, so I use a few drops of Stevia Glycerite to sweeten the drink. It does not take a lot.  The best thing is that the tea powders cost about 1/2 or less than the bottled green teas I use to drink.  ---------------------------------------------------------------------  To end on a personal note, I have altered my drinking habits and now drink 1 liter of the tea powder drink and 1+ liter of water per day. I still drink 1 can of Dr. Pepper on the weekend, but that is it. I have been doing this for a little over a month now and between my altered drinking habits and the fish oil pills, I have lost about 5 lbs. and am due to get my triglycerides checked in a couple of weeks.  I hope this helps anyone that is in a similar situation to me and realize that just because it says its healthy does not mean it is.",5
"I like the taste of this product, but I have some suggestions:  1) for strongest blueberry taste, use less than the 16 ounces of water that the instructions indicate (my first try came out like water with the merest hint of blueberry);  2) stir REALLY well and be prepared for a bit of sediment anyway, as well as for an oddly green (I know it's green tea, but I rarely drink green things, so it seemed a bit weird to me at first); and  3) if you're going to use a sweetener, why cancel out the health bennies by adding something like aspartame or Splenda or etc? I added a bit of agave nectar and found it perfect, but then I also like it without any sweetener at all (as long as I use less water).  By the way, this makes hot tea as well, although it's marketed as iced tea powder.  Enjoy!",4
I ordered this item because it was on sale and because of the health benefits of green tea.  I wasn't certain how good it was going to be but I was pleasantly surprised.  It tastes refreshing and fruity.  The flavor isn't overpowering or fake.  I mix the powder in a sports bottle along with cold water and splenda.  The powder dissolves easily and the drink has a nice green tea and blueberry taste.  I was so impressed that I have signed up for automatic delivery.  It's a great product.,5
"If you love green tea then you will be impressed with this green tea powder. The instructions say to add one packet to 16 ounces of cold water but I'd recommend you try two packets and one packet (0.35 oz) of stevia. The flavor of the tea with only one packet is fairly mild, so mild in fact that you can barely taste the green tea flavor. When you order this tea you will get six boxes with 12 packets in each. If you use two packets per bottle of water you get 36 drinks. That is only .47 cents per drink if you get free shipping - I ordered some books too. I think that is fairly reasonable. I look forward to trying this tea in shakes and with fruit juices. A website is given for additional recipes. There are a few interesting recipes like the ones for ""White Chocolate Green Tea Ice Cream,"" ""Green Tea Papaya Nectar"" and ""Green Tea Sugar Cookies."" You will probably find many uses for this and I've even used the tea powder to make a lovely hot tea. Just use one packet per 8 ounces of hot water. No brewing required. This tea dissolves very easily in hot or ice cold water. I can highly recommend it to you.  ~The Rebecca Review",5
"lots of uses for this green tea...  I generally like most tea (though not the over-ally flowery blends)...  Being on more of a health kick in recent years, I have added a lot more GREEN tea to my diet in one form or another... from straight brewed tea &lt;> hot or iced...  To adding the powder to things like salad dressings, smoothies, baked goods, etc.  I am not new to green tea....as I first started drinking it when living in Japan some 30+ years ago.... in the ground form known as matcha. A quality product. Dissolves well.  I like both the unsweetened and the lightly sweetened.",4
"I expected the flavor to be more like that of ""brewed"" green tea. It really does taste like dried green tea leaves simply dissolved in water. Although I'm sure this is probably a good way to get a concentrated amount of antioxidants, I wouldn't order this again.",2
"Ingredients listed: Pure cane sugar, and 100% pure powdered Japanese green tea.  Nutrition Facts: all 0%, except Sodium (15mg) and Sugar (12g)  Basic Instructions: add one packet to 8oz of cold water and stir or shake well to dissolve...  My Opinion: It is too sweet for my taste, even diluted in a 16.9oz water bottle. It almost tastes like sugar water. I think the unsweetened version would be better. 5 star because it delivers what it promises.  This is Japanese green tea. NOT Chinese green tea. There is a difference.",5
I KEEP THIS AT WORK AND I MIX IN MY SMOOTHIES AT HOME- LOVE IT!,5
This tea is not so tasty in my opinion. But one thing about opinions is that every one has one and we do not always agree.,3
"I make a ""jug"" of this tea every morning and keep a glass throughout the day.  I'm delighted to find a source in the US as it was introduced to me in B.C.  It does not have the jasmine flavor which upsets my otherwise very strong tummy.",4
"As others have said, this is REALLY MILD in flavor!  The instructions call for 1 packet per 16 oz. of water.  There are 6 packets per box.  I decided to give it a try as I am basically lazy and wanted some (unsweetened; unlemoned) iced tea that I could make on a moment's whim.  I started with 1 packet per 16 oz of water; then 2 packets per 16 oz of water and got SOME flavor.  Now I'm using 3 packets per 16 oz. of water.  (I placed a fairly large order so I could experiment with it AND have it throughout the fall and winter.)  Since I'm using triple the amount of product in order to get some flavor, I will probably not order this item again.",2
"I have been drinking green tea powder for a few years and have come to love the slightly bitter and tannic flavor of it. I decided to try the Stash brand instead of my normal Japanese brand, and it's not even in the same universe. The Stash product is just green colored powder with no flavor at all. Seriously, the Stash brand uses a maltodextrin base and it has dehydrated tea added to it. Real, authentic green tea powder is supposed to be 100% tea, with no additives!  If you drink a lot of green tea, you will be very disappointed with the Stash product. I strongly recommend you go with a Japanese brand that contains 100% tea ONLY.  I tried to return it to Amazon, but they don't allow grocery items to be returned!",1
This is good iced tea. It is hard to find locally in the Fall and Winter.,5
This is a quick and convenient way to drink green tea! I add lemon juice and stevia.,5
